,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
1549,1549,1549,3549,160176135,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,02/29/2016 12:00:00 AM,08:23,CENTRAL,NONE,1500 Block of THE EMBARCADERONORTH ST,-122.408136108062,37.8078603496682,"(37.8078603496682, -122.408136108062)",16017613506244
1550,1550,1550,3550,160176141,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Tuesday,02/16/2016 12:00:00 AM,12:00,TARAVAL,NONE,0 Block of LOMITA AV,-122.472891383451,37.7588294135032,"(37.7588294135032, -122.472891383451)",16017614109029
1551,1551,1551,3551,160073309,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,01/26/2016 12:00:00 AM,02:30,SOUTHERN,NONE,700 Block of MARKET ST,-122.405359371753,37.7859774761625,"(37.7859774761625, -122.405359371753)",16007330906154
1552,1552,1552,3552,160073315,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Tuesday,01/26/2016 12:00:00 AM,05:00,NORTHERN,NONE,700 Block of LARKIN ST,-122.417824560275,37.7844637837491,"(37.7844637837491, -122.417824560275)",16007331505051
1553,1553,1553,3553,160073365,OTHER OFFENSES,TAMPERING WITH A VEHICLE,Monday,01/25/2016 12:00:00 AM,16:45,RICHMOND,NONE,0 Block of 19TH AV,-122.47867010798,37.7863877327251,"(37.7863877327251, -122.47867010798)",16007336507100
1554,1554,1554,3554,160073371,FORGERY/COUNTERFEITING,FORGERY & COUNTERFEITING (GENERAL),Tuesday,01/26/2016 12:00:00 AM,07:00,SOUTHERN,NONE,900 Block of MARKET ST,-122.409708423721,37.7828276498838,"(37.7828276498838, -122.409708423721)",16007337109262
1555,1555,1555,3555,160073406,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,01/26/2016 12:00:00 AM,07:56,PARK,"ARREST, BOOKED",17TH ST / EUREKA ST,-122.43841991408,37.7622902793044,"(37.7622902793044, -122.43841991408)",16007340665016
1556,1556,1556,3556,160073412,ASSAULT,BATTERY,Monday,01/25/2016 12:00:00 AM,20:30,MISSION,NONE,400 Block of CASTRO ST,-122.435150099812,37.7617597243598,"(37.7617597243598, -122.435150099812)",16007341204134
1557,1557,1557,3557,160073412,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,01/25/2016 12:00:00 AM,20:30,MISSION,NONE,400 Block of CASTRO ST,-122.435150099812,37.7617597243598,"(37.7617597243598, -122.435150099812)",16007341206112
1558,1558,1558,3558,160176323,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,02/29/2016 12:00:00 AM,10:30,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",16017632306244
1559,1559,1559,3559,160176339,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,02/28/2016 12:00:00 AM,22:00,TENDERLOIN,NONE,EDDY ST / HYDE ST,-122.415885065788,37.7835160564153,"(37.7835160564153, -122.415885065788)",16017633904013
1560,1560,1560,3560,160210818,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,03/12/2016 12:00:00 AM,15:30,NORTHERN,NONE,STEINER ST / ELLIS ST,-122.434165498104,37.7821490263522,"(37.7821490263522, -122.434165498104)",16021081806243
1561,1561,1561,3561,160210830,TRESPASS,TRESPASSING,Saturday,03/12/2016 12:00:00 AM,17:00,SOUTHERN,EXCEPTIONAL CLEARANCE,100 Block of 10TH ST,-122.414670783052,37.7742072167166,"(37.7742072167166, -122.414670783052)",16021083027195
1562,1562,1562,3562,160573434,ASSAULT,THREATS AGAINST LIFE,Saturday,07/16/2016 12:00:00 AM,08:10,CENTRAL,NONE,VALLEJO ST / GRANT AV,-122.407208951402,37.7987756652736,"(37.7987756652736, -122.407208951402)",16057343419057
1563,1563,1563,3563,160573440,NON-CRIMINAL,FOUND PROPERTY,Saturday,07/16/2016 12:00:00 AM,08:00,PARK,NONE,TWINPEAKS BL / CLARENDON AV,-122.448535158006,37.7590441684962,"(37.7590441684962, -122.448535158006)",16057344072000
1564,1564,1564,3564,160176492,NON-CRIMINAL,LOST PROPERTY,Monday,02/29/2016 12:00:00 AM,11:15,SOUTHERN,NONE,MARKET ST / MAIN ST,-122.396305356237,37.7932572003309,"(37.7932572003309, -122.396305356237)",16017649271000
1565,1565,1565,3565,160176505,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,02/06/2016 12:00:00 AM,08:00,PARK,NONE,100 Block of PARNASSUS AV,-122.451880232062,37.764541634292,"(37.764541634292, -122.451880232062)",16017650509320
1566,1566,1566,3566,160176505,FRAUD,FRAUDULENT CREDIT APPLICATION,Saturday,02/06/2016 12:00:00 AM,08:00,PARK,NONE,100 Block of PARNASSUS AV,-122.451880232062,37.764541634292,"(37.764541634292, -122.451880232062)",16017650509340
1567,1567,1567,3567,160176511,VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",Friday,02/26/2016 12:00:00 AM,00:01,MISSION,NONE,22ND ST / CAPP ST,-122.417660640341,37.7555043420028,"(37.7555043420028, -122.417660640341)",16017651128161
1568,1568,1568,3568,160176527,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,02/29/2016 12:00:00 AM,14:00,SOUTHERN,NONE,5TH ST / MARKET ST,-122.408068345148,37.7839916768161,"(37.7839916768161, -122.408068345148)",16017652706373
1569,1569,1569,3569,160176549,SECONDARY CODES,JUVENILE INVOLVED,Monday,02/29/2016 12:00:00 AM,13:00,BAYVIEW,NONE,0 Block of CASHMERE ST,-122.382745395519,37.7356587886342,"(37.7356587886342, -122.382745395519)",16017654915500
1570,1570,1570,3570,160176561,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,02/29/2016 12:00:00 AM,13:30,TARAVAL,NONE,CLAREMONT BL / PORTOLA DR,-122.465236320714,37.7396837660913,"(37.7396837660913, -122.465236320714)",16017656106244
1571,1571,1571,3571,160176561,NON-CRIMINAL,FOUND PROPERTY,Monday,02/29/2016 12:00:00 AM,13:30,TARAVAL,NONE,CLAREMONT BL / PORTOLA DR,-122.465236320714,37.7396837660913,"(37.7396837660913, -122.465236320714)",16017656172000
1572,1572,1572,3572,160176668,WEAPON LAWS,"FIREARM, LOADED, IN VEHICLE, POSSESSION OR USE",Monday,02/29/2016 12:00:00 AM,14:44,SOUTHERN,"ARREST, BOOKED",KING ST / 2ND ST,-122.389595283252,37.7798611974198,"(37.7798611974198, -122.389595283252)",16017666812168
1573,1573,1573,3573,160176737,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,02/29/2016 12:00:00 AM,13:20,BAYVIEW,NONE,200 Block of CHINABASIN ST,-122.387789980293,37.7757113649966,"(37.7757113649966, -122.387789980293)",16017673728160
1574,1574,1574,3574,160176743,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,02/29/2016 12:00:00 AM,15:00,CENTRAL,NONE,0 Block of GEARY ST,-122.404277568186,37.7879185264229,"(37.7879185264229, -122.404277568186)",16017674306301
1575,1575,1575,3575,160176759,NON-CRIMINAL,FOUND PROPERTY,Monday,02/29/2016 12:00:00 AM,16:30,BAYVIEW,NONE,1200 Block of 3RD ST,-122.389517648036,37.7724682400061,"(37.7724682400061, -122.389517648036)",16017675972000
1576,1576,1576,3576,160176765,OTHER OFFENSES,RESISTING ARREST,Monday,02/29/2016 12:00:00 AM,12:53,TENDERLOIN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.414317857881,37.7799444052046,"(37.7799444052046, -122.414317857881)",16017676527170
1577,1577,1577,3577,160176765,WARRANTS,WARRANT ARREST,Monday,02/29/2016 12:00:00 AM,12:53,TENDERLOIN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.414317857881,37.7799444052046,"(37.7799444052046, -122.414317857881)",16017676563010
1578,1578,1578,3578,160176771,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,02/29/2016 12:00:00 AM,12:45,SOUTHERN,NONE,BRYANT ST / MAIN ST,-122.388784430412,37.7868979973476,"(37.7868979973476, -122.388784430412)",16017677106244
1579,1579,1579,3579,160176787,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,02/29/2016 12:00:00 AM,11:30,MISSION,NONE,2500 Block of MISSION ST,-122.418753848152,37.7562250119744,"(37.7562250119744, -122.418753848152)",16017678764070
1580,1580,1580,3580,160176793,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,02/29/2016 12:00:00 AM,15:27,RICHMOND,NONE,500 Block of 19TH AV,-122.47816753469,37.777505142892,"(37.777505142892, -122.47816753469)",16017679315161
1581,1581,1581,3581,160176806,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,03/01/2016 12:00:00 AM,16:49,BAYVIEW,"ARREST, BOOKED",2200 Block of INGALLS ST,-122.38759850734,37.7250036799243,"(37.7250036799243, -122.38759850734)",16017680665016
1582,1582,1582,3582,160176812,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,02/29/2016 12:00:00 AM,08:30,INGLESIDE,NONE,0 Block of PHELAN AV,-122.452289660492,37.7256933575703,"(37.7256933575703, -122.452289660492)",16017681228160
1583,1583,1583,3583,160176919,NON-CRIMINAL,COURTESY REPORT,Monday,02/29/2016 12:00:00 AM,12:00,CENTRAL,UNFOUNDED,1400 Block of TAYLOR ST,-122.413347040169,37.7956405095894,"(37.7956405095894, -122.413347040169)",16017691968030
1584,1584,1584,3584,160176919,NON-CRIMINAL,CASE CLOSURE,Monday,02/29/2016 12:00:00 AM,12:00,CENTRAL,UNFOUNDED,1400 Block of TAYLOR ST,-122.413347040169,37.7956405095894,"(37.7956405095894, -122.413347040169)",16017691975030
1585,1585,1585,3585,160176997,OTHER OFFENSES,FALSE PERSONATION,Tuesday,02/23/2016 12:00:00 AM,19:00,SOUTHERN,NONE,300 Block of HOWARD ST,-122.394673125041,37.7895349198995,"(37.7895349198995, -122.394673125041)",16017699709027
1586,1586,1586,3586,160177008,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,02/29/2016 12:00:00 AM,17:43,INGLESIDE,NONE,2200 Block of SAN JOSE AV,-122.446181355409,37.7211374177355,"(37.7211374177355, -122.446181355409)",16017700864020
1587,1587,1587,3587,160177014,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,02/29/2016 12:00:00 AM,16:30,PARK,NONE,100 Block of JOHNFKENNEDY DR,-122.457507583541,37.7711332354432,"(37.7711332354432, -122.457507583541)",16017701406243
1588,1588,1588,3588,160177020,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,02/29/2016 12:00:00 AM,11:30,INGLESIDE,NONE,100 Block of DETROIT ST,-122.444349849922,37.7286852958895,"(37.7286852958895, -122.444349849922)",16017702009320
1589,1589,1589,3589,160177036,NON-CRIMINAL,LOST PROPERTY,Sunday,02/28/2016 12:00:00 AM,17:00,TENDERLOIN,NONE,300 Block of EDDY ST,-122.412930522059,37.7838344374141,"(37.7838344374141, -122.412930522059)",16017703671000
1590,1590,1590,3590,160177058,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,02/28/2016 12:00:00 AM,19:00,BAYVIEW,NONE,2200 Block of 3RD ST,-122.38848632028,37.7611235720328,"(37.7611235720328, -122.38848632028)",16017705806244
1591,1591,1591,3591,160177280,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,02/29/2016 12:00:00 AM,16:00,TENDERLOIN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.414317857881,37.7799444052046,"(37.7799444052046, -122.414317857881)",16017728027130
1592,1592,1592,3592,160177280,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,02/29/2016 12:00:00 AM,16:00,TENDERLOIN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.414317857881,37.7799444052046,"(37.7799444052046, -122.414317857881)",16017728065010
1593,1593,1593,3593,160177296,WARRANTS,WARRANT ARREST,Monday,02/29/2016 12:00:00 AM,18:28,BAYVIEW,"ARREST, BOOKED",500 Block of BERRY ST,-122.40105855061,37.7697754107768,"(37.7697754107768, -122.40105855061)",16017729663010
1594,1594,1594,3594,160177343,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Monday,02/29/2016 12:00:00 AM,19:13,INGLESIDE,NONE,500 Block of SILVER AV,-122.425622121387,37.7286044518538,"(37.7286044518538, -122.425622121387)",16017734316020
1595,1595,1595,3595,160177359,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,02/28/2016 12:00:00 AM,21:00,BAYVIEW,NONE,1700 Block of OAKDALE AV,-122.393131022392,37.7362497231109,"(37.7362497231109, -122.393131022392)",16017735904013
1596,1596,1596,3596,160177359,ASSAULT,FALSE IMPRISONMENT,Sunday,02/28/2016 12:00:00 AM,21:00,BAYVIEW,NONE,1700 Block of OAKDALE AV,-122.393131022392,37.7362497231109,"(37.7362497231109, -122.393131022392)",16017735904170
1597,1597,1597,3597,160177359,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,02/28/2016 12:00:00 AM,21:00,BAYVIEW,NONE,1700 Block of OAKDALE AV,-122.393131022392,37.7362497231109,"(37.7362497231109, -122.393131022392)",16017735915040
1598,1598,1598,3598,160177365,DRUG/NARCOTIC,LOITERING WHERE NARCOTICS ARE SOLD/USED,Monday,02/29/2016 12:00:00 AM,19:25,TENDERLOIN,"ARREST, BOOKED",EDDY ST / TAYLOR ST,-122.410955248906,37.7841399509594,"(37.7841399509594, -122.410955248906)",16017736516704
1599,1599,1599,3599,160073519,WARRANTS,WARRANT ARREST,Tuesday,01/26/2016 12:00:00 AM,08:30,PARK,"ARREST, BOOKED",200 Block of CORBETT AV,-122.444219219303,37.7609447758024,"(37.7609447758024, -122.444219219303)",16007351963010
1600,1600,1600,3600,160177597,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,02/25/2016 12:00:00 AM,16:45,NORTHERN,NONE,2200 Block of PACIFIC AV,-122.43229520935,37.7937145536167,"(37.7937145536167, -122.43229520935)",16017759706303
1601,1601,1601,3601,160177600,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,02/29/2016 12:00:00 AM,15:40,CENTRAL,NONE,300 Block of POST ST,-122.407591091073,37.7883401187101,"(37.7883401187101, -122.407591091073)",16017760006244
1602,1602,1602,3602,160177616,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,02/29/2016 12:00:00 AM,20:25,SOUTHERN,"ARREST, BOOKED",500 Block of NATOMA ST,-122.408298620023,37.7797671147527,"(37.7797671147527, -122.408298620023)",16017761616710
1603,1603,1603,3603,160177616,WARRANTS,WARRANT ARREST,Monday,02/29/2016 12:00:00 AM,20:25,SOUTHERN,"ARREST, BOOKED",500 Block of NATOMA ST,-122.408298620023,37.7797671147527,"(37.7797671147527, -122.408298620023)",16017761663010
1604,1604,1604,3604,160177622,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,02/29/2016 12:00:00 AM,19:32,SOUTHERN,NONE,300 Block of CLEMENTINA ST,-122.403433976322,37.7811617395427,"(37.7811617395427, -122.403433976322)",16017762264070
1605,1605,1605,3605,160177638,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,02/08/2016 12:00:00 AM,00:01,RICHMOND,NONE,0 Block of ROSSI AV,-122.456242983791,37.7780998620509,"(37.7780998620509, -122.456242983791)",16017763809029
1606,1606,1606,3606,160177688,NON-CRIMINAL,LOST PROPERTY,Monday,02/29/2016 12:00:00 AM,20:30,NORTHERN,NONE,1700 Block of CALIFORNIA ST,-122.423156806774,37.7902088255652,"(37.7902088255652, -122.423156806774)",16017768871000
1607,1607,1607,3607,160177832,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,02/29/2016 12:00:00 AM,22:15,TARAVAL,"ARREST, BOOKED",LINCOLN WY / 36TH AV,-122.495474653916,37.7646372413559,"(37.7646372413559, -122.495474653916)",16017783265015
1608,1608,1608,3608,160177848,ASSAULT,"ASSAULT, AGGRAVATED, W/ GUN",Monday,02/29/2016 12:00:00 AM,16:00,BAYVIEW,NONE,DEHARO ST / ALAMEDA ST,-122.401966042339,37.7687048636082,"(37.7687048636082, -122.401966042339)",16017784804092
1609,1609,1609,3609,160177854,NON-CRIMINAL,FOUND PROPERTY,Monday,02/29/2016 12:00:00 AM,17:00,PARK,NONE,600 Block of LYON ST,-122.443296898102,37.7766955883103,"(37.7766955883103, -122.443296898102)",16017785472000
1610,1610,1610,3610,160177860,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,02/29/2016 12:00:00 AM,22:00,NORTHERN,"ARREST, BOOKED",400 Block of OCTAVIA ST,-122.42425952401,37.7765159855881,"(37.7765159855881, -122.42425952401)",16017786028150
1611,1611,1611,3611,160177939,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,02/29/2016 12:00:00 AM,22:30,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / LEAVENWORTH ST,-122.414433155063,37.7846576329256,"(37.7846576329256, -122.414433155063)",16017793916623
1612,1612,1612,3612,160177967,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,02/29/2016 12:00:00 AM,22:38,TARAVAL,"ARREST, BOOKED",SARGENT ST / BRIGHT ST,-122.463521006257,37.7161351650523,"(37.7161351650523, -122.463521006257)",16017796727130
1613,1613,1613,3613,160177967,OTHER OFFENSES,EVADING A POLICE OFFICER RECKLESSLY,Monday,02/29/2016 12:00:00 AM,22:38,TARAVAL,"ARREST, BOOKED",SARGENT ST / BRIGHT ST,-122.463521006257,37.7161351650523,"(37.7161351650523, -122.463521006257)",16017796727175
1614,1614,1614,3614,160177967,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,02/29/2016 12:00:00 AM,22:38,TARAVAL,"ARREST, BOOKED",SARGENT ST / BRIGHT ST,-122.463521006257,37.7161351650523,"(37.7161351650523, -122.463521006257)",16017796765016
1615,1615,1615,3615,160177973,ROBBERY,"ROBBERY, BODILY FORCE",Monday,02/29/2016 12:00:00 AM,23:09,INGLESIDE,NONE,400 Block of MADRID ST,-122.432171559555,37.7223498379767,"(37.7223498379767, -122.432171559555)",16017797303074
1616,1616,1616,3616,160177995,WARRANTS,WARRANT ARREST,Monday,02/29/2016 12:00:00 AM,22:40,SOUTHERN,"ARREST, BOOKED",9TH ST / MINNA ST,-122.414177161792,37.7758002573341,"(37.7758002573341, -122.414177161792)",16017799563010
1617,1617,1617,3617,160178078,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,02/29/2016 12:00:00 AM,20:30,RICHMOND,NONE,GEARY BL / 16TH AV,-122.475083723052,37.7805256850862,"(37.7805256850862, -122.475083723052)",16017807806244
1618,1618,1618,3618,160577903,OTHER OFFENSES,PROBATION VIOLATION,Sunday,07/17/2016 12:00:00 AM,23:09,SOUTHERN,"ARREST, BOOKED",6TH ST / NATOMA ST,-122.407693108529,37.7801630691196,"(37.7801630691196, -122.407693108529)",16057790326170
1619,1619,1619,3619,160557911,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,07/10/2016 12:00:00 AM,12:00,PARK,NONE,1400 Block of WALLER ST,-122.447145342264,37.7689676667744,"(37.7689676667744, -122.447145342264)",16055791107023
1620,1620,1620,3620,160578058,VEHICLE THEFT,STOLEN TRUCK,Sunday,07/17/2016 12:00:00 AM,14:00,NORTHERN,NONE,100 Block of LAGUNA ST,-122.425487413592,37.7722651434042,"(37.7722651434042, -122.425487413592)",16057805807025
1621,1621,1621,3621,160178636,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Tuesday,03/01/2016 12:00:00 AM,08:35,PARK,"ARREST, BOOKED",2100 Block of FULTON ST,-122.450555872513,37.7753351819421,"(37.7753351819421, -122.450555872513)",16017863611012
1622,1622,1622,3622,160178636,OTHER OFFENSES,CONSPIRACY,Tuesday,03/01/2016 12:00:00 AM,08:35,PARK,"ARREST, BOOKED",2100 Block of FULTON ST,-122.450555872513,37.7753351819421,"(37.7753351819421, -122.450555872513)",16017863626080
1623,1623,1623,3623,160178727,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,02/28/2016 12:00:00 AM,17:00,CENTRAL,NONE,400 Block of POWELL ST,-122.408568445228,37.7887594214703,"(37.7887594214703, -122.408568445228)",16017872709320
1624,1624,1624,3624,160178783,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Monday,02/29/2016 12:00:00 AM,23:59,TARAVAL,NONE,1400 Block of 10TH AV,-122.467255231478,37.7611753269242,"(37.7611753269242, -122.467255231478)",16017878305043
1625,1625,1625,3625,160579119,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Monday,07/18/2016 12:00:00 AM,13:10,NORTHERN,"ARREST, BOOKED",2000 Block of FILLMORE ST,-122.433813580387,37.7884287785616,"(37.7884287785616, -122.433813580387)",16057911911012
1626,1626,1626,3626,160579119,OTHER OFFENSES,CONSPIRACY,Monday,07/18/2016 12:00:00 AM,13:10,NORTHERN,"ARREST, BOOKED",2000 Block of FILLMORE ST,-122.433813580387,37.7884287785616,"(37.7884287785616, -122.433813580387)",16057911926080
1627,1627,1627,3627,160579119,OTHER OFFENSES,RESISTING ARREST,Monday,07/18/2016 12:00:00 AM,13:10,NORTHERN,"ARREST, BOOKED",2000 Block of FILLMORE ST,-122.433813580387,37.7884287785616,"(37.7884287785616, -122.433813580387)",16057911927170
1628,1628,1628,3628,160579119,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,07/18/2016 12:00:00 AM,13:10,NORTHERN,"ARREST, BOOKED",2000 Block of FILLMORE ST,-122.433813580387,37.7884287785616,"(37.7884287785616, -122.433813580387)",16057911965010
1629,1629,1629,3629,160179060,ASSAULT,CHILD ABUSE (PHYSICAL),Tuesday,03/01/2016 12:00:00 AM,11:30,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",16017906015015
1630,1630,1630,3630,160179214,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,02/27/2016 12:00:00 AM,17:00,RICHMOND,NONE,3300 Block of FULTON ST,-122.467501934268,37.7733818589219,"(37.7733818589219, -122.467501934268)",16017921406304
1631,1631,1631,3631,160179220,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Saturday,02/27/2016 12:00:00 AM,02:30,CENTRAL,NONE,700 Block of VALLEJO ST,-122.409791662293,37.7985083480435,"(37.7985083480435, -122.409791662293)",16017922005073
1632,1632,1632,3632,160179258,MISSING PERSON,FOUND PERSON,Tuesday,03/01/2016 12:00:00 AM,08:30,PARK,NONE,200 Block of RIVOLI ST,-122.451418704742,37.7621983321075,"(37.7621983321075, -122.451418704742)",16017925875000
1633,1633,1633,3633,160179264,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Tuesday,03/01/2016 12:00:00 AM,12:25,INGLESIDE,NONE,1700 Block of SUNNYDALE AV,-122.417144802399,37.7121502932531,"(37.7121502932531, -122.417144802399)",16017926407055
1634,1634,1634,3634,160179270,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,02/12/2016 12:00:00 AM,09:00,PARK,NONE,1200 Block of 7TH AV,-122.464134386429,37.7645842668074,"(37.7645842668074, -122.464134386429)",16017927009029
1635,1635,1635,3635,160179286,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,03/01/2016 12:00:00 AM,12:40,MISSION,"ARREST, BOOKED",MISSION ST / DUBOCE AV,-122.420010175609,37.7701099298175,"(37.7701099298175, -122.420010175609)",16017928606113
1636,1636,1636,3636,160179292,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Tuesday,03/01/2016 12:00:00 AM,10:00,RICHMOND,NONE,400 Block of 6TH AV,-122.464279879446,37.7800332991006,"(37.7800332991006, -122.464279879446)",16017929251041
1637,1637,1637,3637,160073622,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Tuesday,01/26/2016 12:00:00 AM,00:01,BAYVIEW,NONE,300 Block of 20TH ST,-122.386095561355,37.7605828858189,"(37.7605828858189, -122.386095561355)",16007362228165
1638,1638,1638,3638,160073638,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,01/25/2016 12:00:00 AM,20:00,NORTHERN,NONE,1300 Block of STEINER ST,-122.434137606289,37.7816850865094,"(37.7816850865094, -122.434137606289)",16007363864020
1639,1639,1639,3639,160073638,MISSING PERSON,MISSING ADULT,Monday,01/25/2016 12:00:00 AM,20:00,NORTHERN,NONE,1300 Block of STEINER ST,-122.434137606289,37.7816850865094,"(37.7816850865094, -122.434137606289)",16007363874000
1640,1640,1640,3640,160073729,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,01/26/2016 12:00:00 AM,05:00,TENDERLOIN,NONE,500 Block of EDDY ST,-122.416732163096,37.783465567448,"(37.783465567448, -122.416732163096)",16007372928160
1641,1641,1641,3641,160179377,ASSAULT,THREATS AGAINST LIFE,Tuesday,03/01/2016 12:00:00 AM,09:22,TENDERLOIN,NONE,300 Block of EDDY ST,-122.412930522059,37.7838344374141,"(37.7838344374141, -122.412930522059)",16017937719057
1642,1642,1642,3642,160179377,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,03/01/2016 12:00:00 AM,09:22,TENDERLOIN,NONE,300 Block of EDDY ST,-122.412930522059,37.7838344374141,"(37.7838344374141, -122.412930522059)",16017937764070
1643,1643,1643,3643,160179383,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,02/23/2016 12:00:00 AM,01:01,INGLESIDE,NONE,0 Block of HARPER ST,-122.430060834499,37.7404202231457,"(37.7404202231457, -122.430060834499)",16017938306244
1644,1644,1644,3644,160179402,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,03/01/2016 12:00:00 AM,11:00,CENTRAL,NONE,0 Block of TELEGRAPHHILL BL,-122.405471739992,37.8022505061483,"(37.8022505061483, -122.405471739992)",16017940206243
1645,1645,1645,3645,160179418,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,03/01/2016 12:00:00 AM,13:25,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",16017941816010
1646,1646,1646,3646,160179515,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,03/01/2016 12:00:00 AM,13:15,CENTRAL,NONE,200 Block of CLAY ST,-122.398573051955,37.7952923975164,"(37.7952923975164, -122.398573051955)",16017951564070
1647,1647,1647,3647,160179521,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Tuesday,03/01/2016 12:00:00 AM,13:15,TENDERLOIN,NONE,LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006,"(37.7827931071006, -122.414056291891)",16017952111012
1648,1648,1648,3648,160579670,ASSAULT,BATTERY,Monday,07/18/2016 12:00:00 AM,16:20,NORTHERN,NONE,500 Block of GROVE ST,-122.425657509762,37.7775471852907,"(37.7775471852907, -122.425657509762)",16057967004134
